@RELATION WhereIsSmartphone
@ATTRIBUTE X_NO_G_AVERAGE NUMERIC 
@ATTRIBUTE X_NO_G_VARIANCE NUMERIC 
@ATTRIBUTE X_NO_G_STD NUMERIC 
@ATTRIBUTE X_NO_G_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_NO_G_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_NO_G_AVERAGE NUMERIC 
@ATTRIBUTE Y_NO_G_VARIANCE NUMERIC 
@ATTRIBUTE Y_NO_G_STD NUMERIC 
@ATTRIBUTE Y_NO_G_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_NO_G_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_NO_G_AVERAGE NUMERIC 
@ATTRIBUTE Z_NO_G_VARIANCE NUMERIC 
@ATTRIBUTE Z_NO_G_STD NUMERIC 
@ATTRIBUTE Z_NO_G_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_NO_G_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE V_NO_G_AVERAGE NUMERIC 
@ATTRIBUTE V_NO_G_VARIANCE NUMERIC 
@ATTRIBUTE V_NO_G_STD NUMERIC 
@ATTRIBUTE V_NO_G_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE V_NO_G_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE X_NO_G_Y_NO_G_Z_NO_G_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_NO_G_Y_NO_G_Z_NO_G_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE CORRELATION_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE CORRELATION_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE CORRELATION_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE CORRELATION_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE CORRELATION_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE PRESSURE_AVERAGE NUMERIC 
@ATTRIBUTE PRESSURE_VARIANCE NUMERIC 
@ATTRIBUTE PRESSURE_STD NUMERIC 
@ATTRIBUTE PRESSURE_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE PRESSURE_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE class {TASCA_DESTRA_DAVANTI_PANTALONI,TASCA_DESTRA_DIETRO_PANTALONI,TASCA_SINISTRA_DAVANTI_PANTALONI,TASCA_SINISTRA_DIETRO_PANTALONI,TASCA_GIACCA_ALTA,TASCA_GIACCA_BASSA}
@DATA
1.6498,14.2201,3.771,30.4062,-0.2495,-1.4304,6.6909,2.5867,10.7453,-0.938,-0.0354,6.8813,2.6232,11.4776,-0.7233,4.9597,7.9633,2.8219,23.1443,0.053,-1.1533,-46.6289,0.3326,40.4297,-0.2884,-0.0071,1.4578,1.4375,1.3363,0.9861,0.9166,0.9296,2.1253,2.0665,1.7857,0.9723,0.8402,0.8641,1.1676,1.2606,-4.6846,1.0796,-4.0121,-3.7163,4.3887,3.6535,0.9956,0.8325,0.2269,0.2725,2.8297,2.6492,1.3138,0.9362,0.4643,0.4959,0.0235,7.3547,0.2526,0.0897,0.7159,0.088,0.0103,0.1335,1100,0,0,0,1,TASCA_SINISTRA_DIETRO_PANTALONI
0.0565,10.4467,3.2321,14.7266,-0.5237,2.5378,9.1977,3.0328,13.9154,-0.1728,-1.3944,19.4595,4.4113,20.577,-1.2722,5.9856,11.6642,3.4153,14.2561,0.0616,0.0222,-0.0405,0.0094,-1.82,0.424,-0.233,1.0657,0.7327,0.9464,0.6875,0.888,1.2916,1.1358,0.5368,0.8956,0.4727,0.7885,1.6683,2.4692,0.4394,-5.4077,0.1779,-2.19,-12.308,0.8145,1.0672,0.6362,1.3102,0.781,0.5961,1.0583,0.7157,1.033,0.6763,0.9761,1.4434,0.0315,9.0317,0.6263,0.5381,0.5953,0.276,0.8083,0.1031,1100,0,0,0,1,TASCA_SINISTRA_DIETRO_PANTALONI
0.4259,3.9053,1.9762,8.4123,-0.5245,0.226,2.645,1.6263,5.6718,-0.8368,-0.1367,1.8077,1.3445,4.6134,-1.6215,2.7491,1.0517,1.0255,4.7593,0.2145,1.8846,-3.1147,0.1549,-1.6527,0.0822,-0.0497,1.2151,1.4698,1.927,1.2096,1.5859,1.311,1.4765,2.1604,3.7134,1.4632,2.515,1.7188,1.1201,1.0143,-2.2268,0.9055,-1.988,-2.1955,1.787,3.1355,0.9107,1.7546,0.5096,0.2904,1.4832,1.8235,1.7676,1.2294,1.1917,0.9693,0.0054,4.2543,0.539,-0.0211,0.3909,-0.5735,0.5476,-0.4555,1100,0,0,0,1,TASCA_SINISTRA_DIETRO_PANTALONI
-0.1486,3.5376,1.8808,7.5193,-0.5933,-0.1538,1.9996,1.4141,4.9024,-0.7668,-0.404,0.5117,0.7153,2.862,-5.0302,2.3321,0.8191,0.9051,4.442,0.2041,0.9661,0.3678,-0.0637,0.3806,-0.0659,-0.1732,1.3301,2.6293,2.0781,1.9768,1.5624,0.7904,1.7691,6.9134,4.3187,3.9079,2.4412,0.6247,1.316,1.1728,-2.4582,0.8912,-1.8679,-2.096,1.7008,9.9438,0.8456,5.8466,0.4972,0.085,1.5338,2.6273,1.6928,1.713,1.1037,0.6443,0.0049,3.3883,0.4667,-0.1715,0.0489,-0.847,0.5426,-0.7093,1100,0,0,0,1,TASCA_SINISTRA_DIETRO_PANTALONI
-0.1977,2.6488,1.6275,6.7577,-0.7932,0.4037,3.34,1.8276,6.3222,-0.4938,-0.2215,1.1718,1.0825,4.9597,-1.6035,2.5677,0.8188,0.9049,3.8086,0.237,-0.4896,0.8923,-0.077,-1.8224,0.1572,-0.0863,0.8905,1.5035,1.7986,1.6883,2.0196,1.1963,0.7931,2.2605,3.2349,2.8504,4.079,1.431,1.4302,0.9785,-2.527,0.6842,-1.7668,-2.5824,0.8904,1.9783,0.755,2.2217,0.8479,0.3816,1.0689,1.3625,1.7743,1.2747,1.66,1.3022,0.0052,3.7607,0.3595,0.0024,-0.0691,-0.1638,0.6992,-0.3556,1100,0,0,0,1,TASCA_SINISTRA_DIETRO_PANTALONI
-1.0518,3.2598,1.8055,8.6773,-1.7257,0.7874,5.8989,2.4288,10.8944,-0.5715,-1.4033,12.1741,3.4891,21.807,-1.3676,4.4845,4.9179,2.2176,12.4325,0.035,-1.3359,0.7495,-0.2345,-0.5611,0.1756,-0.3129,0.7434,0.5175,0.8142,0.6961,1.0952,1.5734,0.5526,0.2678,0.6629,0.4845,1.1995,2.4755,1.3866,0.4361,-12.1845,0.3145,-8.7872,-27.9367,0.4592,0.3456,0.2471,0.7526,0.5381,0.7149,0.7965,0.3979,0.6979,0.4996,0.8763,1.754,0.0205,6.6287,0.3656,-0.0088,-0.0322,-0.2909,0.3005,-0.2789,1100,0,0,0,1,TASCA_GIACCA_ALTA
-1.1137,3.391,1.8415,9.9933,-3.5663,1.0181,5.1425,2.2677,10.0307,-0.81,-1.7166,13.615,3.6898,20.1867,-2.0379,4.5932,6.2744,2.5049,12.9305,0.0699,-1.094,0.6488,-0.2425,-0.5931,0.2216,-0.3737,0.812,0.4991,0.7351,0.6146,0.9053,1.4731,0.6594,0.2491,0.5404,0.3777,0.8196,2.1699,1.7387,0.5763,-8.0337,0.3315,-4.6206,-13.9391,0.3949,0.3293,0.1574,0.834,0.3986,0.478,0.9963,0.495,0.7728,0.4969,0.7757,1.5612,0.0243,6.9862,0.3696,0.309,-0.4471,-0.4399,0.2347,-0.6248,1100,0,0,0,1,TASCA_GIACCA_ALTA
0.0098,1.9346,1.3909,6.3942,-1.3778,-0.0051,1.4613,1.2088,4.403,-0.5649,0.2373,0.3771,0.6141,3.0555,-0.4484,1.7767,0.6729,0.8203,3.7229,0.0929,-1.9197,0.0412,0.0055,-0.0215,-0.0029,0.1336,1.1506,2.265,1.6956,1.9685,1.4737,0.7486,1.3239,5.1302,2.8751,3.8751,2.1717,0.5604,2.3311,3.9171,-9.7181,1.6803,-4.1688,-2.481,0.9558,1.2747,0.6552,1.3337,0.6855,0.514,1.4522,2.0926,1.7175,1.441,1.1827,0.8207,0.0026,2.6505,0.3614,-0.6322,-0.4192,-0.5284,0.3201,0.425,1100,0,0,0,1,TASCA_GIACCA_ALTA
-0.1494,1.8231,1.3502,5.1678,-1.4147,0.1375,1.9314,1.3898,5.7417,-0.722,0.3363,0.1027,0.3205,1.305,-0.3761,1.792,0.8003,0.8946,3.3456,0.1612,-1.0865,-0.4443,-0.0834,0.4089,0.0767,0.1876,0.9716,4.2133,1.5093,4.3366,1.5535,0.3582,0.9439,17.7516,2.278,18.8061,2.4133,0.1283,1.2577,8.4892,-4.7093,6.7499,-3.7444,-0.5547,0.6419,2.2567,0.5366,3.5158,0.836,0.2378,0.9001,3.9599,1.5447,4.3996,1.7162,0.3901,0.0042,2.6081,0.4518,0.0311,-0.3458,-0.3043,0.1851,0.0636,1100,0,0,0,1,TASCA_GIACCA_ALTA
-0.7548,2.8901,1.7,6.9016,-1.7595,-0.7304,4.1313,2.0326,9.0838,-1.0516,-0.6059,9.827,3.1348,11.6834,-1.0435,4.0163,2.1886,1.4794,6.0774,0.1894,1.0333,1.2457,-0.1879,1.2055,-0.1819,-0.1509,0.8364,0.5423,1.1492,0.6484,1.3739,2.119,0.6996,0.2941,1.3206,0.4204,1.8877,4.4902,0.9451,0.7376,-3.0983,0.7804,-3.2782,-4.2005,0.5649,0.4374,0.3336,0.7744,0.5905,0.7625,0.7598,0.5907,1.1356,0.7775,1.4947,1.9224,0.0128,6.1668,0.3976,-0.0279,-0.2766,-0.0116,-0.5014,-0.147,1100,0,0,0,1,TASCA_GIACCA_BASSA
0.3127,3.1827,1.784,6.6957,-0.594,0.328,2.499,1.5808,5.683,-0.7501,0.1173,0.6648,0.8153,3.3079,-1.7038,2.4141,0.7377,0.8589,4.0035,0.1745,0.9535,2.6669,0.1295,2.797,0.1359,0.0486,1.1285,2.1881,2.0771,1.9389,1.8405,0.9493,1.2735,4.7877,4.3142,3.7593,3.3876,0.9011,1.0244,1.197,-2.948,1.1685,-2.8779,-2.4629,1.2936,3.4335,0.8661,2.6543,0.6696,0.2523,1.1782,2.0241,1.6724,1.718,1.4195,0.8262,0.0049,3.5873,0.4493,-0.911,0.0868,-0.5074,0.1783,-0.2393,1100,0,0,0,1,TASCA_GIACCA_BASSA
0.174,3.7322,1.9319,8.2081,-0.5,-0.2026,1.7317,1.316,4.962,-0.7389,-0.3405,0.6664,0.8164,3.4535,-2.7656,2.2712,1.1593,1.0767,5.1329,0.1515,-0.8589,-0.5111,0.0766,0.5951,-0.0892,-0.1499,1.468,2.3665,1.7942,1.612,1.2222,0.7582,2.1552,5.6001,3.2193,2.5985,1.4938,0.5749,1.2976,1.0787,-2.9849,0.8313,-2.3003,-2.7671,1.9177,5.9666,0.9045,3.1114,0.4717,0.1516,1.6542,2.3767,1.5991,1.4368,0.9667,0.6728,0.0046,3.4248,0.5047,-0.5119,0.2203,-0.8616,0.4436,-0.542,1100,0,0,0,1,TASCA_GIACCA_BASSA
-2.3742,7.0327,2.6519,10.7753,-8.597,-0.8664,2.5247,1.5889,7.0963,-2.0767,-0.7255,7.9089,2.8123,12.4277,-0.9589,4.3821,5.1771,2.2753,9.8196,0.1241,2.7402,3.2725,-0.5418,1.1942,-0.1977,-0.1656,1.669,0.943,1.1655,0.565,0.6983,1.236,2.7855,0.8892,1.3584,0.3192,0.4877,1.5277,2.0152,1.5867,-6.9377,0.7873,-3.4426,-4.3725,0.4868,0.177,0.1002,0.3636,0.2057,0.5659,1.5184,0.867,1.0973,0.571,0.7227,1.2656,0.028,6.4716,-0.1556,0.1042,-0.8297,0.2751,-0.0402,-0.2798,1100,0,0,0,1,TASCA_GIACCA_BASSA
-0.2506,3.3793,1.8383,6.7027,-0.8275,0.0346,1.9739,1.405,4.7651,-0.663,0.5043,0.2459,0.4959,1.7035,-0.2188,2.2783,0.7268,0.8525,3.5029,0.2257,-7.246,-0.497,-0.11,0.0686,0.0152,0.2213,1.3084,3.7071,2.1563,2.8332,1.648,0.5817,1.712,13.7424,4.6498,8.0271,2.716,0.3384,1.5977,9.9264,-2.9731,6.213,-1.8609,-0.2995,1.28,2.6241,0.8108,2.0501,0.6334,0.309,1.4066,3.9348,1.9135,2.7973,1.3603,0.4863,0.0059,3.4358,0.4872,-0.8704,-0.101,-0.3671,0.3844,0.1809,1100,0,0,0,1,TASCA_GIACCA_BASSA
