@RELATION WhereIsSmartphone
@ATTRIBUTE X_NO_G_AVERAGE NUMERIC 
@ATTRIBUTE X_NO_G_VARIANCE NUMERIC 
@ATTRIBUTE X_NO_G_STD NUMERIC 
@ATTRIBUTE X_NO_G_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_NO_G_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_NO_G_AVERAGE NUMERIC 
@ATTRIBUTE Y_NO_G_VARIANCE NUMERIC 
@ATTRIBUTE Y_NO_G_STD NUMERIC 
@ATTRIBUTE Y_NO_G_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_NO_G_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_NO_G_AVERAGE NUMERIC 
@ATTRIBUTE Z_NO_G_VARIANCE NUMERIC 
@ATTRIBUTE Z_NO_G_STD NUMERIC 
@ATTRIBUTE Z_NO_G_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_NO_G_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE V_NO_G_AVERAGE NUMERIC 
@ATTRIBUTE V_NO_G_VARIANCE NUMERIC 
@ATTRIBUTE V_NO_G_STD NUMERIC 
@ATTRIBUTE V_NO_G_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE V_NO_G_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_STD_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MIN_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_MAX_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE X_NO_G_Y_NO_G_Z_NO_G_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_NO_G_Y_NO_G_Z_NO_G_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_NO_G_Y_NO_G NUMERIC 
@ATTRIBUTE CORRELATION_X_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE CORRELATION_X_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE CORRELATION_Y_NO_G_Z_NO_G NUMERIC 
@ATTRIBUTE CORRELATION_Y_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE CORRELATION_Z_NO_G_V_NO_G NUMERIC 
@ATTRIBUTE class {TASCA_DESTRA_DAVANTI_PANTALONI,TASCA_DESTRA_DIETRO_PANTALONI,TASCA_SINISTRA_DAVANTI_PANTALONI,TASCA_SINISTRA_DIETRO_PANTALONI,TASCA_GIACCA_ALTA,TASCA_GIACCA_BASSA,BORSA,MARSUPIO,ZAINO}
@DATA
-1.0941,6.0646,2.4626,7.799,-2.0394,-2.164,3.3374,1.8269,6.2906,-7.5925,-3.0812,21.6028,4.6479,14.9341,-2.5003,6.4426,4.8708,2.207,7.2242,0.326,0.5056,0.3551,-0.1698,0.7023,-0.3359,-0.4782,1.348,0.5298,1.1158,0.3931,0.8278,2.106,1.8172,0.2807,1.2451,0.1545,0.6852,4.4351,0.9414,0.4906,-1.4974,0.5211,-1.5906,-3.0525,3.5049,0.6014,0.2394,0.1716,0.0683,0.398,1.2398,0.5222,1.0796,0.4212,0.8708,2.0672,0.0784,9.0608,-0.2658,-0.3033,0.2549,-0.4073,0.1017,-0.8359,TASCA_SINISTRA_DAVANTI_PANTALONI
-2.0787,43.0456,6.5609,18.9147,-2.3379,-2.6112,9.9334,3.1517,13.7483,-5.9649,-2.2585,18.4807,4.2989,13.1472,-2.3713,8.7084,11.864,3.4444,12.5036,0.1287,0.796,0.9204,-0.2387,1.1562,-0.2999,-0.2593,2.0817,1.5262,1.9048,0.7331,0.915,1.2481,4.3334,2.3292,3.6283,0.5375,0.8373,1.5577,1.1252,1.4326,-7.1758,1.2733,-6.3776,-5.0089,2.8708,1.4531,0.3949,0.5062,0.1376,0.2718,1.3758,1.4387,1.5127,1.0457,1.0995,1.0515,0.0806,12.7279,-0.2137,-0.7652,-0.5208,0.1679,-0.2333,0.0165,TASCA_SINISTRA_DAVANTI_PANTALONI
-0.0371,72.8407,8.5347,28.8424,-0.6955,-1.3851,8.6121,2.9346,11.6139,-1.4148,-0.7451,2.7773,1.6665,6.7025,-1.1139,8.2095,19.3084,4.3941,16.5718,0.0382,0.0268,0.0498,-0.0045,1.859,-0.1687,-0.0908,2.9083,5.1212,1.9423,1.7609,0.6679,0.3793,8.4579,26.2271,3.7725,3.1009,0.446,0.1438,1.7388,3.35,-17.9622,1.9266,-10.3301,-5.3619,3.5369,5.365,0.9872,1.5169,0.2791,0.184,2.4834,4.3032,1.7405,1.7328,0.7008,0.4045,0.0321,11.2487,0.101,0.5661,0.3642,-0.1277,-0.4068,0.3507,TASCA_SINISTRA_DAVANTI_PANTALONI
0.6661,5.6919,2.3858,9.8019,-0.3518,0.0434,3.0418,1.7441,6.1319,-1.1048,-2.0587,3.0543,1.7477,8.1548,-2.8899,3.4562,4.5262,2.1275,7.8189,0.054,15.3586,-0.3235,0.1927,-0.0211,0.0125,-0.5956,1.3679,1.3651,1.1214,0.9979,0.8198,0.8215,1.8713,1.8636,1.2575,0.9959,0.672,0.6748,0.7926,0.4211,-5.7119,0.5313,-7.2069,-13.5656,2.4889,3.4588,0.8773,1.3897,0.3525,0.2536,1.5985,1.202,1.2536,0.7519,0.7842,1.043,0.046,5.3869,0.5879,-0.3925,0.7001,-0.5135,0.4786,-0.7994,TASCA_SINISTRA_DAVANTI_PANTALONI
0.0577,1.7648,1.3285,4.8774,-0.9198,-0.057,4.788,2.1881,8.1846,-0.9801,0.0034,0.0127,0.1126,0.5051,-1.0298,1.9454,2.7877,1.6696,4.7538,0.0131,-1.012,17.1835,0.0296,-16.9803,-0.0293,0.0017,0.6071,11.7938,0.7957,19.4258,1.3106,0.0675,0.3686,139.0938,0.6331,377.361,1.7176,0.0046,0.5768,9.1197,-36.9886,15.81,-64.1234,-4.0559,0.6146,10.2096,0.5274,16.6109,0.8581,0.0517,0.5959,9.6567,1.026,16.2046,1.7217,0.1062,0.0017,2.7237,0.988,0.209,-0.0278,0.149,-0.0188,-0.2341,TASCA_SINISTRA_DAVANTI_PANTALONI
-0.0275,3.4588,1.8598,6.1113,-1.05,-0.0161,7.1724,2.6781,8.6061,-1.014,0.0646,0.0297,0.1724,0.6264,-0.5802,2.7769,2.9548,1.719,5.2014,0.0228,1.7117,-0.4251,-0.0099,-0.2483,-0.0058,0.0233,0.6944,10.7853,1.0819,15.5312,1.558,0.1003,0.4822,116.3236,1.1705,241.2192,2.4273,0.0101,0.7224,13.6101,-25.8293,18.8402,-35.7551,-1.8978,0.6977,7.5204,0.5601,10.7796,0.8028,0.0745,0.7101,9.7563,1.1749,13.7392,1.6546,0.1204,0.0015,3.9799,0.9904,0.7366,-0.0735,0.7909,-0.0629,0.0161,TASCA_SINISTRA_DAVANTI_PANTALONI
-1.9828,32.701,5.7185,36.2342,-1.1328,2.3212,43.4224,6.5896,27.9304,-0.2094,-0.3456,10.0571,3.1713,18.104,-0.4666,6.6776,51.0295,7.1435,27.5145,0.0286,-0.8542,5.7382,-0.2969,-6.7173,0.3476,-0.0517,0.8678,1.8032,0.8005,2.0779,0.9225,0.4439,0.7531,3.2515,0.6408,4.3176,0.8509,0.1971,3.9788,3.3412,-23.7849,0.8397,-5.9779,-7.1187,0.7357,1.3763,0.5998,1.8708,0.8153,0.4358,1.2973,2.0014,1.3169,1.5428,1.0151,0.658,0.064,9.7619,-0.2928,-0.117,-0.464,0.004,0.8233,0.4175,TASCA_SINISTRA_DAVANTI_PANTALONI
2.3101,2.2567,1.5022,5.6541,-0.0937,-1.9642,1.9516,1.397,5.481,-4.03,-2.1602,3.3199,1.8221,7.4028,-4.0527,4.3121,2.7951,1.6718,7.1382,0.0793,-1.1761,-1.0694,0.5357,0.9093,-0.4555,-0.501,1.0753,0.8245,0.8985,0.7667,0.8356,1.0899,1.1563,0.6797,0.8074,0.5878,0.6982,1.1878,0.1103,0.0816,-0.7882,0.7396,-7.1472,-9.6639,4.7444,3.5286,0.6668,0.7437,0.1406,0.189,1.0316,0.7638,0.7921,0.7404,0.7678,1.0371,0.0776,6.7487,-0.5717,-0.1638,0.7446,-0.0002,-0.5243,-0.6772,TASCA_SINISTRA_DIETRO_PANTALONI
2.0299,3.177,1.7824,8.4598,-0.8486,-1.2129,3.2364,1.799,6.5008,-1.4848,-2.0215,3.2126,1.7924,6.2784,-3.8613,4.1822,1.8134,1.3466,5.6281,0.2132,-1.6736,-1.0042,0.4854,0.6,-0.29,-0.4834,0.9908,0.9944,1.3236,1.0037,1.3359,1.331,0.9817,0.9889,1.752,1.0074,1.7847,1.7716,0.9997,0.7787,-2.5463,0.779,-2.5471,-3.2699,1.7492,3.5435,0.6398,2.0257,0.3657,0.1805,1.3013,1.3474,1.5031,1.0354,1.1551,1.1155,0.0648,6.4269,-0.67,-0.0103,0.4602,-0.1957,-0.4123,-0.6889,TASCA_SINISTRA_DIETRO_PANTALONI
2.7914,1.5965,1.2635,5.7104,-0.2333,-1.3177,1.8152,1.3473,5.036,-1.9612,-1.6312,2.3895,1.5458,5.3055,-5.2727,4.0793,1.3491,1.1615,4.8304,0.2296,-2.1183,-1.7113,0.6843,0.8078,-0.323,-0.3999,0.9378,0.8174,1.0878,0.8716,1.16,1.3309,0.8795,0.6681,1.1834,0.7597,1.3455,1.7712,0.3239,0.2422,-0.7505,0.7479,-2.3171,-3.0982,2.7225,5.4742,0.7385,2.0107,0.2712,0.1349,1.1339,1.0763,1.1822,0.9492,1.0426,1.0984,0.0727,6.2755,-0.0998,-0.0411,0.6493,-0.06,-0.3341,-0.6464,TASCA_SINISTRA_DIETRO_PANTALONI
2.8917,4.7446,2.1782,9.2691,-0.3386,-1.2019,6.5409,2.5575,10.2771,-1.158,-3.0137,6.1733,2.4846,14.497,?,5.6477,4.451,2.1097,11.9901,0.2143,-2.4059,-0.9595,0.512,0.3988,-0.2128,-0.5336,0.8517,0.8767,1.0325,1.0293,1.2122,1.1777,0.7254,0.7686,1.066,1.0596,1.4695,1.3869,0.4252,0.1617,-0.7171,0.3804,-1.6866,-4.4336,1.454,0,0.4538,0,0.3121,0,0.9019,0.6394,0.7731,0.7089,0.8571,1.2091,0.0905,8.7017,-0.4022,0.3118,-0.0166,-0.7053,0.3632,-0.8664,TASCA_SINISTRA_DIETRO_PANTALONI
-1.2087,4.4565,2.111,10.1973,-1.9159,0.2233,1.0122,1.0061,4.8802,-0.5658,-0.51,9.3079,3.0509,13.5186,-0.6949,3.5337,4.0604,2.015,8.0314,0.0767,-5.4117,2.3698,-0.342,-0.4379,0.0632,-0.1443,2.0983,0.6919,1.0476,0.3298,0.4993,1.5141,4.4029,0.4788,1.0976,0.1087,0.2493,2.2924,3.7995,1.2088,-10.0383,0.3181,-2.642,-8.3043,1.1221,0.4385,0.402,0.3908,0.3583,0.9169,2.0895,0.7543,1.2697,0.361,0.6076,1.6832,0.0277,5.1593,0.0652,0.0595,-0.5599,0.1979,0.0179,0.0217,TASCA_SINISTRA_DIETRO_PANTALONI
-1.499,5.0718,2.2521,9.3011,-1.2562,0.6007,3.7297,1.9312,7.1182,-0.6626,-1.8254,2.5395,1.5936,8.6176,-1.1108,3.9957,1.3156,1.147,5.4775,0.0755,-2.4953,0.8212,-0.3752,-0.3291,0.1503,-0.4569,1.1661,1.4132,1.9634,1.2119,1.6837,1.3893,1.3598,1.9971,3.855,1.4686,2.8349,1.9303,1.8254,1.1419,-11.5692,0.6256,-6.3379,-10.1316,0.9629,1.0098,0.6958,1.0487,0.7226,0.689,1.3067,1.0793,1.698,0.826,1.2995,1.5733,0.0497,6.1366,0.5276,-0.4651,0.0998,-0.333,0.2676,-0.3942,TASCA_SINISTRA_DIETRO_PANTALONI
-0.0693,2.5088,1.5839,5.0952,-1.0477,-0.1178,5.9237,2.4339,8.1624,-1.0173,-0.058,0.0489,0.2211,0.8897,-1.4921,2.4862,2.3223,1.5239,4.7423,0.0298,0.5886,1.1957,-0.0279,2.0313,-0.0474,-0.0233,0.6508,7.1628,1.0394,11.0065,1.5971,0.1451,0.4235,51.3062,1.0803,121.1419,2.5508,0.0211,0.6333,4.8936,-17.8887,7.7267,-28.2455,-3.6555,0.615,6.9694,0.5091,11.333,0.8278,0.073,0.6242,5.7265,1.0744,9.1738,1.7212,0.1876,0.003,3.5826,0.9753,0.8355,0.0073,0.9062,0.0284,0.0633,TASCA_SINISTRA_DIETRO_PANTALONI
-0.4633,2.3147,1.5214,5.1882,-1.4341,0.4989,6.2996,2.5099,8.8632,-1.0024,0.1366,0.1142,0.338,1.1992,-0.5355,2.6442,2.2187,1.4895,4.878,0.0791,-0.9286,-3.3909,-0.1752,3.6516,0.1887,0.0517,0.6062,4.5018,1.0214,7.4267,1.685,0.2269,0.3674,20.2663,1.0433,55.1566,2.8394,0.0515,0.6889,7.3094,-7.2927,10.6098,-10.5857,-0.9977,0.4816,2.7292,0.4024,5.6674,0.8356,0.1474,0.5854,4.3264,1.0636,7.391,1.817,0.2458,0.0142,3.7941,0.982,0.8066,-0.0096,0.8473,-0.0254,0.1296,TASCA_SINISTRA_DIETRO_PANTALONI
-0.0021,0.0763,0.2762,1.4839,-1.9889,-0.1356,0.1249,0.3535,1.8182,-12.7399,-0.0009,0.012,0.1094,0.6616,-2.7496,0.2712,0.1581,0.3976,1.9069,0.0247,0.0156,2.2616,-0.0078,144.9676,-0.4999,-0.0034,0.7814,2.5241,0.6947,3.2301,0.8891,0.2752,0.6106,6.371,0.4827,10.4334,0.7904,0.0758,0.5857,2.0351,-20.4205,3.4746,-34.8645,-10.0342,3.7517,2.8134,0.2539,0.7499,0.0677,0.0902,0.8161,2.2427,0.7782,2.7479,0.9535,0.347,0.0031,0.3999,0.8343,0.1055,-0.7866,-0.0135,-0.9485,-0.1665,TASCA_SINISTRA_DIETRO_PANTALONI
0.5193,5.1763,2.2752,9.571,-0.8637,0.6656,6.7447,2.597,13.4867,-1.2147,-0.9259,3.7662,1.9407,8.5601,-1.2007,3.6165,4.1786,2.0442,8.9676,0.0429,0.7802,-0.5609,0.1436,-0.7189,0.1841,-0.256,0.8761,1.1724,1.113,1.3382,1.2705,0.9494,0.7675,1.3744,1.2388,1.7908,1.6141,0.9013,0.5996,0.9497,-11.0302,1.5838,-18.3948,-11.614,0.8433,1.3202,0.5481,1.5656,0.6499,0.4151,0.7097,1.1181,1.0673,1.5755,1.5039,0.9546,0.0256,5.6319,0.5485,-0.0994,0.3092,-0.0012,0.0805,-0.0694,TASCA_GIACCA_ALTA
0.7555,6.1705,2.484,10.1108,-0.6487,2.1484,3.3366,1.8266,7.2148,-0.2052,-2.1018,6.7012,2.5887,9.6181,-2.1101,4.745,3.2967,1.8157,8.4083,0.0333,0.3517,-0.3595,0.1592,-1.0222,0.4528,-0.4429,1.3599,0.9596,1.3681,0.7056,1.006,1.4257,1.8493,0.9208,1.8717,0.4979,1.0121,2.0327,3.2379,0.6096,-13.7346,0.1883,-4.2418,-22.5296,1.0245,1.983,0.7051,1.9357,0.6882,0.3556,1.4014,1.0512,1.2025,0.7501,0.8581,1.1439,0.0632,7.415,-0.0282,0.2225,0.0222,-0.1489,0.7285,-0.5488,TASCA_GIACCA_ALTA
-0.1512,3.3576,1.8324,8.4738,-1.1147,-0.3862,3.9642,1.991,8.5704,-0.6829,-0.7008,3.8127,1.9526,9.0159,-3.5395,2.9618,3.0254,1.7394,6.9815,0.0722,0.3914,0.2157,-0.051,0.5511,-0.1304,-0.2366,0.9203,0.9384,1.0535,1.0197,1.1447,1.1226,0.847,0.8806,1.1098,1.0397,1.3103,1.2602,1.2844,0.6354,-8.2174,0.4947,-6.3977,-12.9324,0.7868,2.0175,0.5325,2.5642,0.6768,0.2639,0.9887,0.9399,1.2138,0.9506,1.2276,1.2914,0.0166,4.3531,0.2536,0.0954,0.026,-0.0267,0.2312,-0.6189,TASCA_GIACCA_ALTA
0.5193,5.1763,2.2752,9.571,-0.8637,0.6656,6.7447,2.597,13.4867,-1.2147,-0.9259,3.7662,1.9407,8.5601,-1.2007,3.6165,4.1786,2.0442,8.9676,0.0429,0.7802,-0.5609,0.1436,-0.7189,0.1841,-0.256,0.8761,1.1724,1.113,1.3382,1.2705,0.9494,0.7675,1.3744,1.2388,1.7908,1.6141,0.9013,0.5996,0.9497,-11.0302,1.5838,-18.3948,-11.614,0.8433,1.3202,0.5481,1.5656,0.6499,0.4151,0.7097,1.1181,1.0673,1.5755,1.5039,0.9546,0.0256,5.6319,0.5485,-0.0994,0.3092,-0.0012,0.0805,-0.0694,TASCA_GIACCA_ALTA
0.7555,6.1705,2.484,10.1108,-0.6487,2.1484,3.3366,1.8266,7.2148,-0.2052,-2.1018,6.7012,2.5887,9.6181,-2.1101,4.745,3.2967,1.8157,8.4083,0.0333,0.3517,-0.3595,0.1592,-1.0222,0.4528,-0.4429,1.3599,0.9596,1.3681,0.7056,1.006,1.4257,1.8493,0.9208,1.8717,0.4979,1.0121,2.0327,3.2379,0.6096,-13.7346,0.1883,-4.2418,-22.5296,1.0245,1.983,0.7051,1.9357,0.6882,0.3556,1.4014,1.0512,1.2025,0.7501,0.8581,1.1439,0.0632,7.415,-0.0282,0.2225,0.0222,-0.1489,0.7285,-0.5488,TASCA_GIACCA_ALTA
-0.1512,3.3576,1.8324,8.4738,-1.1147,-0.3862,3.9642,1.991,8.5704,-0.6829,-0.7008,3.8127,1.9526,9.0159,-3.5395,2.9618,3.0254,1.7394,6.9815,0.0722,0.3914,0.2157,-0.051,0.5511,-0.1304,-0.2366,0.9203,0.9384,1.0535,1.0197,1.1447,1.1226,0.847,0.8806,1.1098,1.0397,1.3103,1.2602,1.2844,0.6354,-8.2174,0.4947,-6.3977,-12.9324,0.7868,2.0175,0.5325,2.5642,0.6768,0.2639,0.9887,0.9399,1.2138,0.9506,1.2276,1.2914,0.0166,4.3531,0.2536,0.0954,0.026,-0.0267,0.2312,-0.6189,TASCA_GIACCA_ALTA
0.2016,5.2958,2.3013,8.0617,-1.1141,1.5398,9.4499,3.0741,10.8657,-0.7644,-2.2195,17.7054,4.2078,19.8627,-1.2319,5.9107,4.853,2.2029,10.2774,0.112,0.131,-0.0909,0.0341,-0.6937,0.2605,-0.3755,0.7486,0.5469,1.0446,0.7306,1.3954,1.9101,0.5604,0.2991,1.0912,0.5337,1.9472,3.6484,0.9025,0.3875,-3.279,0.4294,-3.6333,-8.4617,0.6192,0.4285,0.3295,0.692,0.5321,0.769,0.7419,0.4059,0.7844,0.547,1.0572,1.9327,0.0553,9.1324,0.8567,-0.6622,0.095,-0.5929,0.2215,-0.2421,TASCA_GIACCA_ALTA
-2.0511,1.7348,1.3171,5.6302,-7.7033,-0.5244,0.8189,0.9049,4.4233,-4.7844,-2.1306,0.7098,0.8425,4.7461,?,3.3529,1.0429,1.0212,4.8196,0.1857,3.9114,0.9627,-0.6117,0.2461,-0.1564,-0.6355,1.4555,1.5634,1.2897,1.0741,0.8861,0.8249,2.1184,2.4442,1.6634,1.1538,0.7852,0.6805,1.3621,1.05,-4.5342,0.7709,-3.3289,-4.3184,0.846,0,0.1093,0,0.1292,0,1.2729,1.1863,1.1682,0.932,0.9178,0.9847,0.0639,4.9422,0.2427,-0.0428,-0.8002,-0.447,-0.2551,-0.3914,TASCA_GIACCA_ALTA
0.0152,1.0492,1.0243,4.9465,-0.9008,-0.0303,2.6939,1.6413,7.6223,-1.0674,0.0319,0.0354,0.1881,1.0311,-1.0344,1.2035,2.3321,1.5271,4.557,0.0072,-0.5014,0.4756,0.0126,-0.9487,-0.0252,0.0265,0.6241,5.4468,0.6707,8.7278,1.0748,0.1231,0.3895,29.668,0.4499,76.1752,1.1551,0.0152,0.5957,4.4715,-71.3622,7.5067,-119.8033,-15.9595,0.7058,5.1347,0.567,7.2746,0.8033,0.1104,0.649,4.7975,1.0855,7.3926,1.6727,0.2263,0.001,1.7529,0.978,0.6547,0.0341,0.7137,0.0259,-0.0857,TASCA_GIACCA_ALTA
0.0571,2.1258,1.458,5.503,-0.9415,0.0343,5.0289,2.2425,7.9817,-1.0064,0.0357,0.0428,0.2069,0.8233,-0.6973,2.0938,2.8194,1.6791,4.8274,0.0144,1.6654,1.601,0.0273,0.9613,0.0164,0.017,0.6502,7.0471,0.8683,10.8389,1.3355,0.1232,0.4227,49.662,0.754,117.4815,1.7837,0.0152,0.6665,7.8902,-37.9021,11.8378,-56.8653,-4.8037,0.7125,5.8434,0.5787,8.2011,0.8122,0.099,0.6894,6.6843,1.1399,9.6951,1.6534,0.1705,0.0016,3.0108,0.9756,0.7724,-0.021,0.8632,-0.003,0.035,TASCA_GIACCA_ALTA
-2.3427,20.4224,4.5191,17.6904,-1.464,0.7025,7.0137,2.6483,10.6052,-0.947,0.0566,6.675,2.5836,10.4966,-0.9942,5.9214,5.0332,2.2435,8.7265,0.1871,-3.3349,-41.3598,-0.3956,12.4022,0.1186,0.0096,1.7064,1.7492,2.0143,1.0251,1.1805,1.1516,2.9118,3.0596,4.0575,1.0507,1.3935,1.3262,2.0376,2.0086,-5.234,0.9857,-2.5686,-2.6058,1.3181,1.364,0.6688,1.0348,0.5074,0.4903,1.6681,1.6854,2.0272,1.0103,1.2153,1.2028,0.051,8.7787,0.3195,-0.0967,-0.4576,-0.4583,0.0416,-0.1064,TASCA_GIACCA_BASSA
-3.2142,69.9648,8.3645,29.4895,-1.07,-0.7075,17.126,4.1384,16.9489,-3.109,1.2092,10.5322,3.2453,14.1765,-1.3342,9.854,12.8162,3.58,13.0816,0.2698,4.543,-2.6582,-0.3262,-0.5851,-0.0718,0.1227,2.0212,2.5774,2.3365,1.2752,1.156,0.9065,4.0853,6.643,5.4591,1.6261,1.3363,0.8218,1.1887,1.8812,-3.1545,1.5826,-2.6538,-1.6769,3.4537,2.3457,0.7952,0.6792,0.2303,0.339,1.7399,2.0802,2.2543,1.1956,1.2956,1.0837,0.073,13.9945,-0.6718,-0.4079,0.3213,0.2638,-0.6467,0.0641,TASCA_GIACCA_BASSA
-2.3427,20.4224,4.5191,17.6904,-1.464,0.7025,7.0137,2.6483,10.6052,-0.947,0.0566,6.675,2.5836,10.4966,-0.9942,5.9214,5.0332,2.2435,8.7265,0.1871,-3.3349,-41.3598,-0.3956,12.4022,0.1186,0.0096,1.7064,1.7492,2.0143,1.0251,1.1805,1.1516,2.9118,3.0596,4.0575,1.0507,1.3935,1.3262,2.0376,2.0086,-5.234,0.9857,-2.5686,-2.6058,1.3181,1.364,0.6688,1.0348,0.5074,0.4903,1.6681,1.6854,2.0272,1.0103,1.2153,1.2028,0.051,8.7787,0.3195,-0.0967,-0.4576,-0.4583,0.0416,-0.1064,TASCA_GIACCA_BASSA
-3.2142,69.9648,8.3645,29.4895,-1.07,-0.7075,17.126,4.1384,16.9489,-3.109,1.2092,10.5322,3.2453,14.1765,-1.3342,9.854,12.8162,3.58,13.0816,0.2698,4.543,-2.6582,-0.3262,-0.5851,-0.0718,0.1227,2.0212,2.5774,2.3365,1.2752,1.156,0.9065,4.0853,6.643,5.4591,1.6261,1.3363,0.8218,1.1887,1.8812,-3.1545,1.5826,-2.6538,-1.6769,3.4537,2.3457,0.7952,0.6792,0.2303,0.339,1.7399,2.0802,2.2543,1.1956,1.2956,1.0837,0.073,13.9945,-0.6718,-0.4079,0.3213,0.2638,-0.6467,0.0641,TASCA_GIACCA_BASSA
-2.1267,45.5001,6.7454,24.2024,-1.0174,1.0089,10.5281,3.2447,12.4003,-0.4635,0.0975,1.57,1.253,6.246,-2.3146,7.546,6.206,2.4912,10.7852,0.1714,-2.1078,-21.822,-0.2818,10.3528,0.1337,0.0129,2.0789,5.3833,2.7077,2.5895,1.3025,0.503,4.3218,28.9803,7.3316,6.7056,1.6964,0.253,3.1078,2.7984,-5.4721,0.9004,-1.7607,-1.9555,1.4159,6.3665,0.9217,4.4964,0.651,0.1448,1.9518,3.8749,2.244,1.9853,1.1498,0.5791,0.0471,9.9903,-0.0007,0.0975,-0.0447,0.3862,0.1626,0.1049,TASCA_GIACCA_BASSA
-0.2832,13.5838,3.6856,11.9862,-0.9758,-0.2064,6.0929,2.4684,7.8282,-1.0002,-0.1941,1.0187,1.0093,3.547,-1.0318,4.3004,2.3629,1.5372,6.0491,0.0571,1.3722,1.4588,-0.0659,1.0631,-0.048,-0.0451,1.4931,3.6516,2.3977,2.4456,1.6058,0.6566,2.2294,13.334,5.7489,5.9809,2.5786,0.4311,1.5123,3.2864,-16.1633,2.1731,-10.688,-4.9183,1.55,3.4751,0.9456,2.2419,0.6101,0.2721,1.5312,3.3792,1.9815,2.207,1.2941,0.5864,0.008,6.172,-0.3302,0.8499,-0.0851,0.1423,0.0781,0.0539,BORSA
