@RELATION WhereIsSmartphone
@ATTRIBUTE RATIO_X_NO_G_AVERAGE NUMERIC
@ATTRIBUTE RATIO_X_NO_G_VARIANCE NUMERIC
@ATTRIBUTE RATIO_X_NO_G_STD NUMERIC
@ATTRIBUTE RATIO_X_NO_G_DIFFERENCE_MIN_MAX NUMERIC
@ATTRIBUTE RATIO_X_NO_G_RATIO_MIN_MAX NUMERIC
@ATTRIBUTE RATIO_Y_NO_G_AVERAGE NUMERIC
@ATTRIBUTE RATIO_Y_NO_G_VARIANCE NUMERIC
@ATTRIBUTE RATIO_Y_NO_G_STD NUMERIC
@ATTRIBUTE RATIO_Y_NO_G_DIFFERENCE_MIN_MAX NUMERIC
@ATTRIBUTE RATIO_Y_NO_G_RATIO_MIN_MAX NUMERIC
@ATTRIBUTE RATIO_Z_NO_G_AVERAGE NUMERIC
@ATTRIBUTE RATIO_Z_NO_G_VARIANCE NUMERIC
@ATTRIBUTE RATIO_Z_NO_G_STD NUMERIC
@ATTRIBUTE RATIO_Z_NO_G_DIFFERENCE_MIN_MAX NUMERIC
@ATTRIBUTE RATIO_Z_NO_G_RATIO_MIN_MAX NUMERIC
@ATTRIBUTE RATIO_V_NO_G_AVERAGE NUMERIC
@ATTRIBUTE RATIO_V_NO_G_VARIANCE NUMERIC
@ATTRIBUTE RATIO_V_NO_G_STD NUMERIC
@ATTRIBUTE RATIO_V_NO_G_DIFFERENCE_MIN_MAX NUMERIC
@ATTRIBUTE RATIO_V_NO_G_RATIO_MIN_MAX NUMERIC
@ATTRIBUTE RATIO_RATIO_AVERAGE_X_NO_G_Y_NO_G NUMERIC
@ATTRIBUTE RATIO_RATIO_AVERAGE_X_NO_G_Z_NO_G NUMERIC
@ATTRIBUTE RATIO_RATIO_AVERAGE_X_NO_G_V_NO_G NUMERIC
@ATTRIBUTE RATIO_RATIO_AVERAGE_Y_NO_G_Z_NO_G NUMERIC
@ATTRIBUTE RATIO_RATIO_AVERAGE_Y_NO_G_V_NO_G NUMERIC
@ATTRIBUTE RATIO_RATIO_AVERAGE_Z_NO_G_V_NO_G NUMERIC
@ATTRIBUTE RATIO_RATIO_STD_X_NO_G_Y_NO_G NUMERIC
@ATTRIBUTE RATIO_RATIO_STD_X_NO_G_Z_NO_G NUMERIC
@ATTRIBUTE RATIO_RATIO_STD_X_NO_G_V_NO_G NUMERIC
@ATTRIBUTE RATIO_RATIO_STD_Y_NO_G_Z_NO_G NUMERIC
@ATTRIBUTE RATIO_RATIO_STD_Y_NO_G_V_NO_G NUMERIC
@ATTRIBUTE RATIO_RATIO_STD_Z_NO_G_V_NO_G NUMERIC
@ATTRIBUTE RATIO_RATIO_VARIANCE_X_NO_G_Y_NO_G NUMERIC
@ATTRIBUTE RATIO_RATIO_VARIANCE_X_NO_G_Z_NO_G NUMERIC
@ATTRIBUTE RATIO_RATIO_VARIANCE_X_NO_G_V_NO_G NUMERIC
@ATTRIBUTE RATIO_RATIO_VARIANCE_Y_NO_G_Z_NO_G NUMERIC
@ATTRIBUTE RATIO_RATIO_VARIANCE_Y_NO_G_V_NO_G NUMERIC
@ATTRIBUTE RATIO_RATIO_VARIANCE_Z_NO_G_V_NO_G NUMERIC
@ATTRIBUTE RATIO_RATIO_MIN_X_NO_G_Y_NO_G NUMERIC
@ATTRIBUTE RATIO_RATIO_MIN_X_NO_G_Z_NO_G NUMERIC
@ATTRIBUTE RATIO_RATIO_MIN_X_NO_G_V_NO_G NUMERIC
@ATTRIBUTE RATIO_RATIO_MIN_Y_NO_G_Z_NO_G NUMERIC
@ATTRIBUTE RATIO_RATIO_MIN_Y_NO_G_V_NO_G NUMERIC
@ATTRIBUTE RATIO_RATIO_MIN_Z_NO_G_V_NO_G NUMERIC
@ATTRIBUTE RATIO_RATIO_MAX_X_NO_G_Y_NO_G NUMERIC
@ATTRIBUTE RATIO_RATIO_MAX_X_NO_G_Z_NO_G NUMERIC
@ATTRIBUTE RATIO_RATIO_MAX_X_NO_G_V_NO_G NUMERIC
@ATTRIBUTE RATIO_RATIO_MAX_Y_NO_G_Z_NO_G NUMERIC
@ATTRIBUTE RATIO_RATIO_MAX_Y_NO_G_V_NO_G NUMERIC
@ATTRIBUTE RATIO_RATIO_MAX_Z_NO_G_V_NO_G NUMERIC
@ATTRIBUTE RATIO_RATIO_DIFF_MIN_MAX_X_NO_G_Y_NO_G NUMERIC
@ATTRIBUTE RATIO_RATIO_DIFF_MIN_MAX_X_NO_G_Z_NO_G NUMERIC
@ATTRIBUTE RATIO_RATIO_DIFF_MIN_MAX_X_NO_G_V_NO_G NUMERIC
@ATTRIBUTE RATIO_RATIO_DIFF_MIN_MAX_Y_NO_G_Z_NO_G NUMERIC
@ATTRIBUTE RATIO_RATIO_DIFF_MIN_MAX_Y_NO_G_V_NO_G NUMERIC
@ATTRIBUTE RATIO_RATIO_DIFF_MIN_MAX_Z_NO_G_V_NO_G NUMERIC
@ATTRIBUTE RATIO_X_NO_G_Y_NO_G_Z_NO_G_MAGNITUDE_AREA NUMERIC
@ATTRIBUTE RATIO_X_NO_G_Y_NO_G_Z_NO_G_SIGNAL_MAGNITUDE_AREA NUMERIC
@ATTRIBUTE RATIO_CORRELATION_X_NO_G_Y_NO_G NUMERIC
@ATTRIBUTE RATIO_CORRELATION_X_NO_G_Z_NO_G NUMERIC
@ATTRIBUTE RATIO_CORRELATION_X_NO_G_V_NO_G NUMERIC
@ATTRIBUTE RATIO_CORRELATION_Y_NO_G_Z_NO_G NUMERIC
@ATTRIBUTE RATIO_CORRELATION_Y_NO_G_V_NO_G NUMERIC
@ATTRIBUTE RATIO_CORRELATION_Z_NO_G_V_NO_G NUMERIC
@ATTRIBUTE class {TASCA_DESTRA_DAVANTI_PANTALONI,TASCA_DESTRA_DIETRO_PANTALONI,TASCA_SINISTRA_DAVANTI_PANTALONI,TASCA_SINISTRA_DIETRO_PANTALONI,TASCA_GIACCA_ALTA,TASCA_GIACCA_BASSA,BORSA,MARSUPIO,ZAINO}
@DATA
-5.58022,2.00441,1.41577,1.14624,3.91546,1.12223,0.42954,0.65539,0.46878,0,0.13925,0.66762,0.81708,0.93419,0.32878,0.92578,0.40609,0.63725,0.82058,1.4989,-4.97245,-40.07298,-6.02757,8.059,1.21219,0.15041,2.1602,1.73272,2.22169,0.80211,1.02847,1.2822,4.66645,3.00232,4.93591,0.64338,1.05774,1.64403,4.41319,3.07684,1.56442,0.69719,0.35449,0.50845,0,0.25836,0.59888,0,0,2.31802,2.44514,1.22698,1.39686,0.5018,0.57128,1.13845,0.71358,0.93766,-1.53359,0.60129,1.12999,-1.09084,-0.50315,0.63404, TASCA_SINISTRA_DAVANTI_PANTALONI
-3.16981,0.42322,0.65055,0.76258,0,3.16543,0.58742,0.76644,1.0005,0,3.821,0.15331,0.39154,0.65393,0,1.61812,0.63274,0.79545,0.69814,2.06162,-1.00139,-0.82958,-1.95895,0.82843,1.95624,2.36139,0.8488,1.66151,0.81784,1.95748,0.96352,0.49223,0.72046,2.7606,0.66886,3.83171,0.92838,0.24229,1.41999,1.91075,0.88438,1.34561,0.62281,0.46284,0.32597,0.67626,0,2.07459,0,0,0.7622,1.16614,1.0923,1.52997,1.43309,0.93668,3.32924,1.75494,0.84313,1.49339,-1.56585,0.47184,0.59186,0.80796, TASCA_SINISTRA_DAVANTI_PANTALONI
2.47828,0.37896,0.61559,0.72904,0,1.37535,0.31858,0.56443,0.83372,0,0.05911,0.13206,0.3634,0.39317,0.45326,0.70169,0.41482,0.64406,0.87446,0.30705,1.80192,41.92688,3.53185,23.26785,1.96005,0.08424,1.09064,1.694,0.9558,1.55322,0.87636,0.56422,1.1895,2.86965,0.91355,2.41249,0.76801,0.31835,1.15154,3.71581,5.40296,3.22683,4.69195,1.45404,0.28531,0,0,0,0,0.98501,0.87443,1.85427,0.8337,2.12054,0.95342,0.44961,1.0279,0.79065,-1.39427,1.87392,-3.29176,1.00901,-7.41476,-0.5568, TASCA_SINISTRA_DAVANTI_PANTALONI
0.87685,0.18379,0.42871,0.51905,2.07179,0.95373,0.38178,0.61788,0.46472,8.47122,0.1559,0.46697,0.68335,0.64005,0.46318,0.55328,0.57039,0.75524,0.74759,0.78995,0.91939,5.62453,1.58481,6.11768,1.72376,0.28177,0.69384,0.62737,0.56765,0.90419,0.81812,0.90481,0.48142,0.39359,0.32222,0.81757,0.66932,0.81868,1.15438,1.28961,1.07236,1.11715,0.92895,0.83154,4.72008,0.28831,0.40888,0.06108,0.08663,1.41818,1.11689,0.81095,0.69429,0.72608,0.62163,0.85614,0.77077,0.59741,-3.88944,1.00746,1.54668,-3.03057,4.02351,28.69258, TASCA_SINISTRA_DAVANTI_PANTALONI
11.81381,0.0968,0.31113,0.55906,1.89157,-1.50687,0.78589,0.88651,0.96145,0.36516,1.54673,3.93226,1.98299,2.98461,0.58326,0.59932,0.33193,0.57613,0.86549,1.4724,-7.83999,7.63795,19.71192,-0.97423,-2.51428,2.58079,0.35096,0.1569,0.54003,0.44706,1.53872,3.44189,0.12317,0.02462,0.29163,0.19986,2.36765,11.84662,1.38517,0.34712,0.5962,0.2506,0.43042,1.71755,0.2674,0.10703,0.46408,0.40028,1.73553,4.33585,0.58147,0.18731,0.64594,0.32214,1.11087,3.44846,1.54092,0.63328,1.04952,-0.23075,0.04469,2.11721,-0.64322,0.66839, TASCA_SINISTRA_DAVANTI_PANTALONI
5.33888,1.94302,1.39392,1.56134,1.08588,-26.79667,1.87851,1.37059,1.88238,1.1304,0.51121,1.13549,1.06559,1.02436,0.48035,1.59155,1.1239,1.06014,1.21595,2.82666,-0.19924,10.4437,3.35451,-52.41862,-16.8368,0.3212,1.01703,1.30812,1.31485,1.28622,1.29284,1.00514,1.03434,1.71118,1.72883,1.65436,1.67143,1.01031,0.83271,2.06917,0.43215,2.48485,0.51897,0.20885,0.86685,0.91532,1.12494,1.05592,1.29773,1.22901,0.82945,1.52422,1.28406,1.83761,1.54807,0.84244,1.79576,1.494,0.90909,-0.1681,0.88763,0.53915,0.62809,0.04283, TASCA_SINISTRA_DAVANTI_PANTALONI
0.60119,0.00862,0.09284,0.11118,0.52748,0.08642,0.00219,0.04685,0.04557,1.38883,12.61659,0.33529,0.57905,0.6528,0.51392,0.0862,0.00175,0.04181,0.07327,7.82647,6.95675,0.04765,6.97459,0.00685,1.00257,146.36981,1.98177,0.16033,2.2205,0.0809,1.12046,13.8497,3.92743,0.02571,4.93063,0.00655,1.25544,191.81422,1.42836,0.17023,0.1202,0.11918,0.08415,0.70607,3.76084,0.16586,1.78343,0.0441,0.47421,10.75273,2.43982,0.17031,1.51732,0.0698,0.6219,8.90934,0.67714,0.09204,-0.00703,0.97138,-15.73791,-0.84034,10.454,-1.6244, TASCA_SINISTRA_DAVANTI_PANTALONI
0.88354,0.00224,0.04738,0.06849,1.53476,-0.93607,0.00112,0.03346,0.03971,0.73865,0.23128,0.16817,0.41008,0.56011,1.55788,0.04922,0.00107,0.03264,0.05047,5.68749,-0.94388,3.82027,17.94969,-4.04743,-19.01701,4.69854,1.416,0.11553,1.45134,0.08159,1.02496,12.56233,2.00504,0.01335,2.10639,0.00666,1.05055,157.81207,2.44267,0.11393,0.25608,0.04664,0.10483,2.24769,1.17562,0.11565,0.94897,0.09837,0.80721,8.20584,1.72454,0.12227,1.3571,0.0709,0.78694,11.09877,0.44731,0.05217,-0.67956,0.55629,5.58763,-0.35554,-3.20783,-8.55173, TASCA_SINISTRA_DAVANTI_PANTALONI
0.09194,0.14366,0.37902,0.37258,1.25093,0.19978,0.06262,0.25025,0.23718,3.31257,2.30474,0.70273,0.83829,0.70847,2.13597,0.48772,0.09329,0.30543,0.34377,3.04051,0.46021,0.03989,0.18852,0.08668,0.40963,4.72557,1.51457,0.45214,1.24093,0.29852,0.81933,2.7446,2.29394,0.20443,1.53991,0.08912,0.6713,7.53282,0.73308,0.36999,0.36985,0.50471,0.50452,0.99962,1.94125,0.63177,0.89896,0.32544,0.46308,1.42293,1.57087,0.5259,1.0838,0.33478,0.68994,2.06087,0.30578,0.50826,0.0239,-2.60578,0.44735,-145.35121,0.36524,-0.98339, TASCA_SINISTRA_DAVANTI_PANTALONI
-1.37138,1.75827,1.326,1.50096,132.99239,2.21576,4.22357,2.05513,1.52895,2.94055,-0.81002,4.13314,2.03301,1.92278,0.20867,1.61803,3.32432,1.82327,1.61899,1.3498,-0.61892,1.69301,-0.84756,-2.73542,1.36941,-0.50062,0.64521,0.65223,0.72726,1.01088,1.12717,1.11504,0.4163,0.42541,0.52891,1.02188,1.27051,1.2433,9.2178,14.76863,7.19967,1.60219,0.78106,0.4875,0.20381,0.02317,0.07307,0.1137,0.35853,3.15336,0.98169,0.78062,0.9271,0.79518,0.94439,1.18765,1.52036,1.65153,-1.31856,3.62533,-1.0549,3058.02832,1.73065,-1.04582, TASCA_SINISTRA_DIETRO_PANTALONI
-1.81097,0.89558,0.94635,0.75284,0,4.67531,1.62469,1.27463,1.50075,63.21928,-0.82566,3.78037,1.94432,1.74104,0.17274,1.87857,3.84924,1.96195,1.75483,1.1319,-0.38735,2.19335,-0.96401,-5.66248,2.48876,-0.43952,0.74245,0.48673,0.48235,0.65557,0.64968,0.99101,0.55123,0.2369,0.23266,0.42977,0.42208,0.98211,0.65997,1.86998,0.79616,2.83344,1.20636,0.42576,0,0,0,0.00774,0.0216,2.78988,0.50164,0.43241,0.42901,0.86198,0.85521,0.99214,2.23761,1.98365,-0.7486,71.11231,-1.70922,4.00519,2.10998,-1.32878, TASCA_SINISTRA_DIETRO_PANTALONI
-0.93935,3.95321,1.98827,1.57782,25.74032,3.75805,5.29325,2.30071,2.22084,3.23736,-0.4083,6.29312,2.50861,2.97314,0.0844,1.7628,8.21892,2.86687,2.65725,0.65524,-0.24996,2.30065,-0.53287,-9.20424,2.13186,-0.23162,0.8642,0.79258,0.69353,0.91712,0.80252,0.87504,0.74684,0.62818,0.48099,0.84112,0.64403,0.76569,2.46807,6.5638,4.52835,2.65948,1.83477,0.6899,0.31041,0.02152,0.11527,0.06934,0.37136,5.35593,0.71046,0.53069,0.59378,0.74697,0.83577,1.11888,1.6163,1.70715,-5.27605,17.34698,-1.31521,4.52139,2.20739,-1.13333, TASCA_SINISTRA_DIETRO_PANTALONI
-1.65107,1.45408,1.20585,1.27172,95.30667,2.74691,1.22618,1.10733,1.00856,5.32313,-0.04807,1.29753,1.13909,0.76278,0,1.26301,1.295,1.13798,0.80304,0.855,-0.60106,34.34375,-1.30725,-57.13842,2.17489,-0.03806,1.08897,1.05861,1.05964,0.97212,0.97307,1.00098,1.18586,1.12065,1.12284,0.94501,0.94686,1.00196,3.01537,14.36301,7.38294,4.76327,2.44844,0.51402,0.16842,0,0.06623,0,0.39327,0,1.26093,1.66721,1.58364,1.3222,1.25592,0.94987,1.33603,1.22039,0.41377,-0.62706,43.31755,0.59996,-1.23159,-0.42303, TASCA_SINISTRA_DIETRO_PANTALONI
0.84221,0.63885,0.79928,0.74807,1.57996,9.53592,2.7996,1.6732,1.37554,0.58972,4.48591,0.50003,0.70713,0.68973,1.63429,1.25172,0.38831,0.62315,0.58423,3.4199,0.08832,0.18775,0.67284,2.12575,7.61823,3.58379,0.4777,1.13032,1.28265,2.3662,2.68508,1.13476,0.22819,1.27763,1.64519,5.59889,7.20963,1.28769,0.89859,0.95667,0.34219,1.06463,0.3808,0.35769,0.3354,0.98956,0.74068,2.95037,2.20834,0.74849,0.54383,1.08458,1.28043,1.99433,2.35445,1.18057,2.47033,1.2739,9.45149,-1.86841,-0.00662,-1.5658,32.84698,-16.35739, TASCA_SINISTRA_DIETRO_PANTALONI
-1.34722,1.698,1.30307,1.11687,0.31265,3.57557,2.05731,1.43433,1.67683,0.97138,0.55113,2.19251,1.48071,1.15857,1.0134,1.31127,3.12047,1.76648,1.73763,1.4447,-0.37679,-2.4445,-1.02742,6.48776,2.72679,0.4203,0.90849,0.88003,0.73766,0.96868,0.81197,0.83823,0.82535,0.77445,0.54415,0.93833,0.6593,0.70262,0.34332,0.48518,0.21714,1.41322,0.63248,0.44755,1.06668,1.57266,1.0034,1.47435,0.94067,0.63803,0.66606,0.96401,0.64276,1.44732,0.96501,0.66675,1.27814,1.33845,1.30149,-0.70628,8.04886,-1.01814,2.17561,-0.46313, TASCA_SINISTRA_DIETRO_PANTALONI
0.04864,0.0073,0.08543,0.10474,1.0627,0.19949,0.00085,0.02919,0.03977,1.66306,-0.97829,0.074,0.27202,0.35156,0.18975,0.06248,0.00285,0.05341,0.06503,2.31457,0.2438,-0.04972,0.77838,-0.20392,3.19263,-15.65642,2.92665,0.31405,1.5995,0.10731,0.54653,5.09308,8.56528,0.09863,2.55841,0.01152,0.29869,25.93946,2.17602,0.83243,0.68755,0.38255,0.31597,0.82596,3.40533,0.14863,1.49749,0.04365,0.43975,10.07522,2.63388,0.29793,1.61059,0.11312,0.61149,5.4059,0.41418,0.06487,-0.13165,-0.54277,-23.43534,-0.21366,-12.51688,8.25887, TASCA_SINISTRA_DIETRO_PANTALONI
0.80199,0.0133,0.11533,0.15402,0,1.05876,0.00898,0.09477,0.1016,-0.15461,0.18632,0.20496,0.45273,0.55292,1.82239,0.25843,0.0277,0.16645,0.17315,3.05982,0.75749,4.30439,3.1033,5.68247,4.09685,0.72096,1.21687,0.25474,0.69288,0.20934,0.56939,2.71996,1.48078,0.06489,0.48008,0.04382,0.32421,7.39816,-7.02313,0.33384,0.40608,-0.04753,-0.05782,1.2164,0,0,0,0.56029,1.14432,2.04235,1.51599,0.27855,0.8895,0.18374,0.58675,3.19328,0.93073,0.27008,-0.26326,-0.1393,65.33279,-0.19472,-35.56079,-0.75262, TASCA_SINISTRA_DIETRO_PANTALONI
-3.54802,0.36179,0.60149,0.44299,0.41062,0.33897,0.03305,0.18179,0.15491,0.14036,-29.88965,0.51023,0.71431,0.59394,0.29619,0.67988,0.04305,0.20749,0.17759,5.39928,-10.46695,0.1187,-5.21857,-0.01134,0.49858,-43.9629,3.30873,0.84206,2.89883,0.2545,0.87612,3.44256,10.94767,0.70906,8.40322,0.06477,0.76758,11.85122,2.79299,0.82319,0.2773,0.29473,0.09928,0.33686,0.95472,0.59379,3.64625,0.62195,3.81917,6.14062,2.8596,0.74585,2.4945,0.26082,0.87232,3.34451,0.40054,0.68005,-0.51523,-1.73816,-0.24526,17.94604,0.33647,-1.46301, TASCA_SINISTRA_DIETRO_PANTALONI
-0.8369,1.07968,1.03908,0.97801,1.95335,2.60507,0.74902,0.86546,0.77657,0.25252,3.6203,1.37446,1.17237,1.63502,0.86422,1.4371,0.77519,0.88045,0.82974,5.60006,-0.32126,-0.23117,-0.58236,0.71957,1.81273,2.51917,1.20061,0.8863,1.18017,0.73821,0.98297,1.33156,1.44146,0.78553,1.3928,0.54495,0.96624,1.77306,3.98669,0.86824,0.22633,0.21778,0.05677,0.26068,0.51538,0.38413,0.64887,0.74534,1.25902,1.68918,1.2594,0.59816,1.17869,0.47496,0.93592,1.97052,3.03184,1.38734,-0.76799,0.84562,-1.98793,-203.93687,5.54908,3.25103, TASCA_GIACCA_ALTA
0.84229,1.38377,1.17634,1.13922,1.45672,0.18769,1.83542,1.35478,1.26461,2.86212,1.14075,2.0016,1.41478,1.47118,1.14244,1.10305,2.12246,1.45687,1.19794,3.41692,4.48757,0.73837,0.76361,0.16454,0.17016,1.03418,0.86829,0.83147,0.80744,0.95759,0.92992,0.97111,0.75393,0.69133,0.65196,0.91698,0.86476,0.94305,0.5119,0.91787,0.31506,1.79305,0.61546,0.34325,1.00577,0.71984,0.73901,0.71571,0.73477,1.02663,0.90085,0.77436,0.95098,0.85959,1.05566,1.22809,0.81097,1.0634,11.40246,3.01347,-19.30994,4.22539,1.02197,1.34402, TASCA_GIACCA_ALTA
-4.94983,2.13859,1.46239,1.48188,1.60959,-4.83431,1.74847,1.3223,1.12994,0.63579,3.84101,1.99293,1.41171,1.66677,1.27879,1.77815,1.74064,1.31933,1.67366,1.86802,1.02389,-1.28868,-2.7837,-1.25861,-2.71874,2.16012,1.10595,1.0359,1.10843,0.93666,1.00225,1.07002,1.22312,1.07309,1.22862,0.87734,1.0045,1.14494,2.14138,1.03102,0.53836,0.48147,0.25141,0.52217,0.84585,0.81913,0.6248,0.9684,0.73867,0.76277,1.31147,0.88907,0.88541,0.67792,0.67513,0.99588,4.12647,1.80711,-0.43998,0.44969,-5.09125,3.97621,2.62586,0.90956, TASCA_GIACCA_ALTA
-0.8369,1.07968,1.03908,0.97801,1.95335,2.60507,0.74902,0.86546,0.77657,0.25252,3.6203,1.37446,1.17237,1.63502,0.86422,1.4371,0.77519,0.88045,0.82974,5.60006,-0.32126,-0.23117,-0.58236,0.71957,1.81273,2.51917,1.20061,0.8863,1.18017,0.73821,0.98297,1.33156,1.44146,0.78553,1.3928,0.54495,0.96624,1.77306,3.98669,0.86824,0.22633,0.21778,0.05677,0.26068,0.51538,0.38413,0.64887,0.74534,1.25902,1.68918,1.2594,0.59816,1.17869,0.47496,0.93592,1.97052,3.03184,1.38734,-0.76799,0.84562,-1.98793,-203.93687,5.54908,3.25103, TASCA_GIACCA_ALTA
0.84229,1.38377,1.17634,1.13922,1.45672,0.18769,1.83542,1.35478,1.26461,2.86212,1.14075,2.0016,1.41478,1.47118,1.14244,1.10305,2.12246,1.45687,1.19794,3.41692,4.48757,0.73837,0.76361,0.16454,0.17016,1.03418,0.86829,0.83147,0.80744,0.95759,0.92992,0.97111,0.75393,0.69133,0.65196,0.91698,0.86476,0.94305,0.5119,0.91787,0.31506,1.79305,0.61546,0.34325,1.00577,0.71984,0.73901,0.71571,0.73477,1.02663,0.90085,0.77436,0.95098,0.85959,1.05566,1.22809,0.81097,1.0634,11.40246,3.01347,-19.30994,4.22539,1.02197,1.34402, TASCA_GIACCA_ALTA
-4.94983,2.13859,1.46239,1.48188,1.60959,-4.83431,1.74847,1.3223,1.12994,0.63579,3.84101,1.99293,1.41171,1.66677,1.27879,1.77815,1.74064,1.31933,1.67366,1.86802,1.02389,-1.28868,-2.7837,-1.25861,-2.71874,2.16012,1.10595,1.0359,1.10843,0.93666,1.00225,1.07002,1.22312,1.07309,1.22862,0.87734,1.0045,1.14494,2.14138,1.03102,0.53836,0.48147,0.25141,0.52217,0.84585,0.81913,0.6248,0.9684,0.73867,0.76277,1.31147,0.88907,0.88541,0.67792,0.67513,0.99588,4.12647,1.80711,-0.43998,0.44969,-5.09125,3.97621,2.62586,0.90956, TASCA_GIACCA_ALTA
-5.72091,0.56355,0.7507,1.02586,0.73239,0.90471,0.81911,0.90505,1.36948,0.20124,0.65719,0.37023,0.60846,0.64658,0.88999,0.69943,1.1515,1.07308,1.23522,0.78262,-6.32347,-8.70512,-8.17937,1.37664,1.29349,0.9396,0.82946,1.23377,0.69958,1.48743,0.84341,0.56703,0.68801,1.52218,0.48941,2.21245,0.71134,0.32152,2.07551,1.42771,0.9296,0.68788,0.44789,0.65111,0.57029,1.73492,0.99335,3.04217,1.74184,0.57256,0.74909,1.58659,0.83051,2.11803,1.10869,0.52345,0.85777,0.65717,0.98007,-0.40556,6.09744,-0.61087,3.62991,-0.17329, TASCA_GIACCA_ALTA
1.59904,2.27814,1.50935,1.34916,2.41586,0.78555,1.36407,1.16794,0.95185,0.37151,0.33532,2.98756,1.72846,1.22356,0,1.18982,2.59993,1.61243,1.26563,1.00696,2.03557,4.76873,1.34393,2.3427,0.66022,0.28182,1.29232,0.87324,0.93607,0.67571,0.72433,1.07196,1.6701,0.76254,0.87623,0.45659,0.52466,1.14909,1.9642,2.27336,1.13326,1.1574,0.57696,0.4985,0.30206,0,0.47236,0,1.5638,0,1.4174,1.10265,1.066,0.77794,0.75208,0.96676,1.12595,1.1469,0.25633,-1.68041,1.172,-0.08954,-0.07186,0.21876, TASCA_GIACCA_ALTA
1.53223,0.01063,0.1031,0.09732,0.53839,0.59283,0.00181,0.04254,0.04041,1.06278,-0.03766,0.32157,0.56708,0.43637,1.0847,0.12413,0.00255,0.0505,0.06986,16.26089,2.58461,-40.68103,12.3439,-15.73972,4.77592,-0.30343,2.42372,0.18181,2.04169,0.07501,0.84238,11.22952,5.87443,0.03306,4.1685,0.00563,0.7096,126.10213,1.6122,0.1478,0.05255,0.09168,0.0326,0.35555,3.18249,0.29777,1.58716,0.09357,0.49872,5.33008,2.40825,0.22303,1.39322,0.09261,0.57852,6.2468,0.63185,0.13015,-0.31023,-0.01972,16.21844,-0.6139,-8.64087,-1.92546, TASCA_GIACCA_ALTA
0.81432,0.00547,0.07395,0.08082,0.98925,-1.92254,0.00108,0.03282,0.0352,1.8565,-0.72242,0.06991,0.26441,0.30919,1.49352,0.07219,0.00155,0.03931,0.05113,11.15882,-0.42356,-1.1272,11.27995,2.66124,-26.63111,-10.00704,2.25276,0.27966,1.88096,0.12414,0.83496,6.72589,5.07494,0.07821,3.53801,0.01541,0.69715,45.23766,1.7584,0.20934,0.12001,0.11905,0.06825,0.57329,3.29995,0.31605,1.35372,0.09577,0.41023,4.2833,2.29622,0.2614,1.5809,0.11384,0.68848,6.04778,1.12084,0.07604,-0.49041,-0.06982,-21.27423,0.02029,188.5363,-6.38728, TASCA_GIACCA_ALTA
-2.10379,0.28495,0.53381,0.5193,-0.07785,-10.27121,2.54054,1.59391,1.31737,0,-15.25634,0.8823,0.93931,0.89319,1.88247,1.6741,1.66073,1.28869,1.09357,1.80308,0.20482,0.1379,-1.25667,0.67324,-6.13537,-9.11318,0.33491,0.5683,0.41423,1.6969,1.23684,0.72888,0.11216,0.32297,0.17158,2.87946,1.52978,0.53127,-0.04151,-0.09629,-0.04648,2.31948,1.11972,0.48275,0,2.32824,1.07655,0,0,0.46239,0.3942,0.5814,0.47487,1.47491,1.20465,0.81676,3.58917,1.62383,0.86935,1.52959,-0.37457,1.40926,-20.84081,-4.90308, TASCA_GIACCA_BASSA
-1.7646,0.33144,0.57571,0.67555,0.44891,7.22982,1.10486,1.05112,0.81232,17.18341,-2.42503,0.9377,0.96835,0.87227,2.7648,0.93104,2.71141,1.64664,1.38022,0.06848,-0.24407,0.72766,-1.8953,-2.98133,7.76532,-2.60465,0.54771,0.59453,0.34963,1.08548,0.63834,0.58808,0.29999,0.35346,0.12224,1.17826,0.40748,0.34584,0.40238,0.35321,6.03074,0.87781,14.98771,17.0739,15.40233,2.17542,0.91992,0.14124,0.05973,0.42287,0.83162,0.77447,0.48945,0.93128,0.58855,0.63198,2.33332,1.04134,1.13412,0.55784,2.74133,0.55298,1.44457,-5.36775, TASCA_GIACCA_BASSA
-2.10379,0.28495,0.53381,0.5193,-0.07785,-10.27121,2.54054,1.59391,1.31737,0,-15.25634,0.8823,0.93931,0.89319,1.88247,1.6741,1.66073,1.28869,1.09357,1.80308,0.20482,0.1379,-1.25667,0.67324,-6.13537,-9.11318,0.33491,0.5683,0.41423,1.6969,1.23684,0.72888,0.11216,0.32297,0.17158,2.87946,1.52978,0.53127,-0.04151,-0.09629,-0.04648,2.31948,1.11972,0.48275,0,2.32824,1.07655,0,0,0.46239,0.3942,0.5814,0.47487,1.47491,1.20465,0.81676,3.58917,1.62383,0.86935,1.52959,-0.37457,1.40926,-20.84081,-4.90308, TASCA_GIACCA_BASSA
